id,name,age_group,pop_2022
0763,Tingsryd,85-89 years,327
0763,Tingsryd,90-94 years,159
0763,Tingsryd,95-99 years,39
0763,Tingsryd,100+ years,9
0764,Alvesta,0-4 years,1205
0764,Alvesta,5-9 years,1393
0764,Alvesta,10-14 years,1331
0764,Alvesta,15-19 years,1294
0764,Alvesta,20-24 years,928
0764,Alvesta,25-29 years,951
0764,Alvesta,30-34 years,1309
0764,Alvesta,35-39 years,1253
0764,Alvesta,40-44 years,1192
0764,Alvesta,45-49 years,1246
0764,Alvesta,50-54 years,1119
0764,Alvesta,55-59 years,1269
0764,Alvesta,60-64 years,1144
0764,Alvesta,65-69 years,1189
0764,Alvesta,70-74 years,1158
0764,Alvesta,75-79 years,987
0764,Alvesta,80-84 years,611
0764,Alvesta,85-89 years,390
0764,Alvesta,90-94 years,222
0764,Alvesta,95-99 years,59
0764,Alvesta,100+ years,7
0765,Älmhult,0-4 years,1087
0765,Älmhult,5-9 years,1334
0765,Älmhult,10-14 years,1256
0765,Älmhult,15-19 years,1049
0765,Älmhult,20-24 years,731
0765,Älmhult,25-29 years,841
0765,Älmhult,30-34 years,1241
0765,Älmhult,35-39 years,1297
0765,Älmhult,40-44 years,1304
0765,Älmhult,45-49 years,1179
0765,Älmhult,50-54 years,1090
0765,Älmhult,55-59 years,1144
0765,Älmhult,60-64 years,930
0765,Älmhult,65-69 years,882
0765,Älmhult,70-74 years,920
0765,Älmhult,75-79 years,786
0765,Älmhult,80-84 years,496
0765,Älmhult,85-89 years,313
0765,Älmhult,90-94 years,171
0765,Älmhult,95-99 years,40
0765,Älmhult,100+ years,1
0767,Markaryd,0-4 years,509
0767,Markaryd,5-9 years,592
0767,Markaryd,10-14 years,610
0767,Markaryd,15-19 years,555
0767,Markaryd,20-24 years,500
0767,Markaryd,25-29 years,549
0767,Markaryd,30-34 years,601
0767,Markaryd,35-39 years,616
0767,Markaryd,40-44 years,569
0767,Markaryd,45-49 years,577
0767,Markaryd,50-54 years,644
0767,Markaryd,55-59 years,679
0767,Markaryd,60-64 years,585
0767,Markaryd,65-69 years,589
0767,Markaryd,70-74 years,642
0767,Markaryd,75-79 years,596
0767,Markaryd,80-84 years,365
0767,Markaryd,85-89 years,245
0767,Markaryd,90-94 years,123
0767,Markaryd,95-99 years,18
0767,Markaryd,100+ years,2
0780,Växjö,0-4 years,5784
0780,Växjö,5-9 years,5859
0780,Växjö,10-14 years,5955
0780,Växjö,15-19 years,5887
0780,Växjö,20-24 years,7675
0780,Växjö,25-29 years,6888
0780,Växjö,30-34 years,7235
0780,Växjö,35-39 years,6224
0780,Växjö,40-44 years,5864
0780,Växjö,45-49 years,5750
0780,Växjö,50-54 years,5566
0780,Växjö,55-59 years,5592
0780,Växjö,60-64 years,4558
0780,Växjö,65-69 years,4442
0780,Växjö,70-74 years,4517
0780,Växjö,75-79 years,4203
0780,Växjö,80-84 years,2661
0780,Växjö,85-89 years,1579
0780,Växjö,90-94 years,694
0780,Växjö,95-99 years,183
0780,Växjö,100+ years,21
0781,Ljungby,0-4 years,1442
0781,Ljungby,5-9 years,1597
0781,Ljungby,10-14 years,1612
0781,Ljungby,15-19 years,1662
0781,Ljungby,20-24 years,1234
0781,Ljungby,25-29 years,1505
0781,Ljungby,30-34 years,1874
0781,Ljungby,35-39 years,1660
0781,Ljungby,40-44 years,1564
0781,Ljungby,45-49 years,1788
0781,Ljungby,50-54 years,1916
0781,Ljungby,55-59 years,1992
0781,Ljungby,60-64 years,1754
0781,Ljungby,65-69 years,1643
0781,Ljungby,70-74 years,1611
0781,Ljungby,75-79 years,1601
0781,Ljungby,80-84 years,1002
0781,Ljungby,85-89 years,630
0781,Ljungby,90-94 years,309
0781,Ljungby,95-99 years,74
0781,Ljungby,100+ years,13
0821,Högsby,0-4 years,259
0821,Högsby,5-9 years,316
0821,Högsby,10-14 years,358
0821,Högsby,15-19 years,312
0821,Högsby,20-24 years,206
0821,Högsby,25-29 years,208
0821,Högsby,30-34 years,280
0821,Högsby,35-39 years,297
0821,Högsby,40-44 years,282
0821,Högsby,45-49 years,325
0821,Högsby,50-54 years,335
0821,Högsby,55-59 years,407
0821,Högsby,60-64 years,420
0821,Högsby,65-69 years,452
0821,Högsby,70-74 years,381
0821,Högsby,75-79 years,338
0821,Högsby,80-84 years,223
0821,Högsby,85-89 years,125
0821,Högsby,90-94 years,40
0821,Högsby,95-99 years,19
0821,Högsby,100+ years,1
0834,Torsås,0-4 years,320
0834,Torsås,5-9 years,361
0834,Torsås,10-14 years,357
0834,Torsås,15-19 years,411
0834,Torsås,20-24 years,283
0834,Torsås,25-29 years,289
0834,Torsås,30-34 years,383
0834,Torsås,35-39 years,325
0834,Torsås,40-44 years,351
0834,Torsås,45-49 years,386
0834,Torsås,50-54 years,460
0834,Torsås,55-59 years,586
0834,Torsås,60-64 years,460
0834,Torsås,65-69 years,526
0834,Torsås,70-74 years,531
0834,Torsås,75-79 years,498
0834,Torsås,80-84 years,266
0834,Torsås,85-89 years,167
0834,Torsås,90-94 years,59
0834,Torsås,95-99 years,19
0834,Torsås,100+ years,4
0840,Mörbylånga,0-4 years,848
0840,Mörbylånga,5-9 years,998
0840,Mörbylånga,10-14 years,1019
0840,Mörbylånga,15-19 years,856
0840,Mörbylånga,20-24 years,461
0840,Mörbylånga,25-29 years,584
0840,Mörbylånga,30-34 years,888
0840,Mörbylånga,35-39 years,863
0840,Mörbylånga,40-44 years,984
0840,Mörbylånga,45-49 years,933
0840,Mörbylånga,50-54 years,998
0840,Mörbylånga,55-59 years,1045
0840,Mörbylånga,60-64 years,969
0840,Mörbylånga,65-69 years,1146
0840,Mörbylånga,70-74 years,1256
0840,Mörbylånga,75-79 years,1067
0840,Mörbylånga,80-84 years,611
0840,Mörbylånga,85-89 years,314
0840,Mörbylånga,90-94 years,111
0840,Mörbylånga,95-99 years,30
0840,Mörbylånga,100+ years,4
0860,Hultsfred,0-4 years,721
0860,Hultsfred,5-9 years,824
0860,Hultsfred,10-14 years,839
0860,Hultsfred,15-19 years,767
0860,Hultsfred,20-24 years,549
0860,Hultsfred,25-29 years,641
0860,Hultsfred,30-34 years,816
0860,Hultsfred,35-39 years,709
0860,Hultsfred,40-44 years,736
0860,Hultsfred,45-49 years,703
0860,Hultsfred,50-54 years,858
0860,Hultsfred,55-59 years,1053
0860,Hultsfred,60-64 years,1020
0860,Hultsfred,65-69 years,963
0860,Hultsfred,70-74 years,919
0860,Hultsfred,75-79 years,848
0860,Hultsfred,80-84 years,563
0860,Hultsfred,85-89 years,331
0860,Hultsfred,90-94 years,155
0860,Hultsfred,95-99 years,46
0860,Hultsfred,100+ years,3
0861,Mönsterås,0-4 years,678
0861,Mönsterås,5-9 years,760
0861,Mönsterås,10-14 years,747
0861,Mönsterås,15-19 years,699
0861,Mönsterås,20-24 years,591
0861,Mönsterås,25-29 years,611
0861,Mönsterås,30-34 years,824
0861,Mönsterås,35-39 years,717
0861,Mönsterås,40-44 years,669
0861,Mönsterås,45-49 years,768
0861,Mönsterås,50-54 years,823
0861,Mönsterås,55-59 years,914
0861,Mönsterås,60-64 years,874
0861,Mönsterås,65-69 years,899
0861,Mönsterås,70-74 years,898
0861,Mönsterås,75-79 years,797
0861,Mönsterås,80-84 years,532
0861,Mönsterås,85-89 years,309
0861,Mönsterås,90-94 years,132
0861,Mönsterås,95-99 years,33
0861,Mönsterås,100+ years,1
0862,Emmaboda,0-4 years,382
0862,Emmaboda,5-9 years,515
0862,Emmaboda,10-14 years,533
0862,Emmaboda,15-19 years,518
0862,Emmaboda,20-24 years,434
0862,Emmaboda,25-29 years,430
0862,Emmaboda,30-34 years,495
0862,Emmaboda,35-39 years,500
0862,Emmaboda,40-44 years,477
0862,Emmaboda,45-49 years,539
0862,Emmaboda,50-54 years,593
0862,Emmaboda,55-59 years,679
0862,Emmaboda,60-64 years,639
0862,Emmaboda,65-69 years,635
0862,Emmaboda,70-74 years,616
0862,Emmaboda,75-79 years,574
0862,Emmaboda,80-84 years,425
0862,Emmaboda,85-89 years,227
0862,Emmaboda,90-94 years,97
0862,Emmaboda,95-99 years,33
0862,Emmaboda,100+ years,6
0880,Kalmar,0-4 years,4004
0880,Kalmar,5-9 years,4202
0880,Kalmar,10-14 years,4229
0880,Kalmar,15-19 years,4043
0880,Kalmar,20-24 years,4941
0880,Kalmar,25-29 years,5059
0880,Kalmar,30-34 years,5501
0880,Kalmar,35-39 years,4570
0880,Kalmar,40-44 years,4160
0880,Kalmar,45-49 years,4331
0880,Kalmar,50-54 years,4333
0880,Kalmar,55-59 years,4475
0880,Kalmar,60-64 years,3614
0880,Kalmar,65-69 years,3648
0880,Kalmar,70-74 years,3513
0880,Kalmar,75-79 years,3354
0880,Kalmar,80-84 years,2026
0880,Kalmar,85-89 years,1258
0880,Kalmar,90-94 years,575
0880,Kalmar,95-99 years,162
0880,Kalmar,100+ years,20
0881,Nybro,0-4 years,1107
0881,Nybro,5-9 years,1165
0881,Nybro,10-14 years,1200
0881,Nybro,15-19 years,1094
0881,Nybro,20-24 years,914
0881,Nybro,25-29 years,1028
0881,Nybro,30-34 years,1316
0881,Nybro,35-39 years,1264
0881,Nybro,40-44 years,1004
0881,Nybro,45-49 years,1118
0881,Nybro,50-54 years,1257
0881,Nybro,55-59 years,1454
0881,Nybro,60-64 years,1273
0881,Nybro,65-69 years,1175
0881,Nybro,70-74 years,1170
0881,Nybro,75-79 years,1170
0881,Nybro,80-84 years,849
0881,Nybro,85-89 years,467
0881,Nybro,90-94 years,227
0881,Nybro,95-99 years,42
0881,Nybro,100+ years,9
0882,Oskarshamn,0-4 years,1354
0882,Oskarshamn,5-9 years,1559
0882,Oskarshamn,10-14 years,1545
0882,Oskarshamn,15-19 years,1554
0882,Oskarshamn,20-24 years,1247
0882,Oskarshamn,25-29 years,1560
0882,Oskarshamn,30-34 years,1733
0882,Oskarshamn,35-39 years,1494
0882,Oskarshamn,40-44 years,1460
0882,Oskarshamn,45-49 years,1628
0882,Oskarshamn,50-54 years,1809
0882,Oskarshamn,55-59 years,1842
0882,Oskarshamn,60-64 years,1538
0882,Oskarshamn,65-69 years,1551
0882,Oskarshamn,70-74 years,1625
0882,Oskarshamn,75-79 years,1572
0882,Oskarshamn,80-84 years,1092
0882,Oskarshamn,85-89 years,567
0882,Oskarshamn,90-94 years,240
0882,Oskarshamn,95-99 years,50
0882,Oskarshamn,100+ years,8
0883,Västervik,0-4 years,1693
0883,Västervik,5-9 years,1870
0883,Västervik,10-14 years,1991
0883,Västervik,15-19 years,1920
0883,Västervik,20-24 years,1496
0883,Västervik,25-29 years,1705
0883,Västervik,30-34 years,2105
0883,Västervik,35-39 years,1859
0883,Västervik,40-44 years,1783
0883,Västervik,45-49 years,2024
0883,Västervik,50-54 years,2257
0883,Västervik,55-59 years,2588
0883,Västervik,60-64 years,2401
0883,Västervik,65-69 years,2619
0883,Västervik,70-74 years,2619
0883,Västervik,75-79 years,2621
0883,Västervik,80-84 years,1630
0883,Västervik,85-89 years,909
0883,Västervik,90-94 years,426
0883,Västervik,95-99 years,119
0883,Västervik,100+ years,15
0884,Vimmerby,0-4 years,815
0884,Vimmerby,5-9 years,857
0884,Vimmerby,10-14 years,891
0884,Vimmerby,15-19 years,859
0884,Vimmerby,20-24 years,714
0884,Vimmerby,25-29 years,826
0884,Vimmerby,30-34 years,1026
0884,Vimmerby,35-39 years,846
0884,Vimmerby,40-44 years,819
0884,Vimmerby,45-49 years,827
0884,Vimmerby,50-54 years,991
0884,Vimmerby,55-59 years,1043
0884,Vimmerby,60-64 years,1027
0884,Vimmerby,65-69 years,951
0884,Vimmerby,70-74 years,967
0884,Vimmerby,75-79 years,927
0884,Vimmerby,80-84 years,589
0884,Vimmerby,85-89 years,363
0884,Vimmerby,90-94 years,176
0884,Vimmerby,95-99 years,34
0884,Vimmerby,100+ years,9
0885,Borgholm,0-4 years,374
0885,Borgholm,5-9 years,424
0885,Borgholm,10-14 years,466
0885,Borgholm,15-19 years,502
0885,Borgholm,20-24 years,356
0885,Borgholm,25-29 years,339
0885,Borgholm,30-34 years,467
0885,Borgholm,35-39 years,482
0885,Borgholm,40-44 years,496
0885,Borgholm,45-49 years,544
0885,Borgholm,50-54 years,619
0885,Borgholm,55-59 years,791
0885,Borgholm,60-64 years,869
0885,Borgholm,65-69 years,987
0885,Borgholm,70-74 years,1015
0885,Borgholm,75-79 years,997
0885,Borgholm,80-84 years,619
0885,Borgholm,85-89 years,341
0885,Borgholm,90-94 years,133
0885,Borgholm,95-99 years,27
0885,Borgholm,100+ years,9
0980,Gotland,0-4 years,2701
0980,Gotland,5-9 years,3209
0980,Gotland,10-14 years,3448
0980,Gotland,15-19 years,3156
0980,Gotland,20-24 years,3215
0980,Gotland,25-29 years,3167
0980,Gotland,30-34 years,3747
0980,Gotland,35-39 years,3269
0980,Gotland,40-44 years,3282
0980,Gotland,45-49 years,3477
0980,Gotland,50-54 years,3748
0980,Gotland,55-59 years,4369
0980,Gotland,60-64 years,3994
0980,Gotland,65-69 years,4205
0980,Gotland,70-74 years,4021
0980,Gotland,75-79 years,3788
0980,Gotland,80-84 years,2333
0980,Gotland,85-89 years,1315
0980,Gotland,90-94 years,574
0980,Gotland,95-99 years,138
0980,Gotland,100+ years,17
1060,Olofström,0-4 years,591
1060,Olofström,5-9 years,681
1060,Olofström,10-14 years,729
1060,Olofström,15-19 years,711
1060,Olofström,20-24 years,598
1060,Olofström,25-29 years,695
1060,Olofström,30-34 years,838
1060,Olofström,35-39 years,693
1060,Olofström,40-44 years,634
1060,Olofström,45-49 years,706
1060,Olofström,50-54 years,862
1060,Olofström,55-59 years,1047
1060,Olofström,60-64 years,848
1060,Olofström,65-69 years,793
1060,Olofström,70-74 years,796
1060,Olofström,75-79 years,795
1060,Olofström,80-84 years,578
1060,Olofström,85-89 years,362
1060,Olofström,90-94 years,143
1060,Olofström,95-99 years,52
1060,Olofström,100+ years,7
1080,Karlskrona,0-4 years,3300
1080,Karlskrona,5-9 years,3738
1080,Karlskrona,10-14 years,3957
1080,Karlskrona,15-19 years,4113
1080,Karlskrona,20-24 years,4179
1080,Karlskrona,25-29 years,3930
1080,Karlskrona,30-34 years,4390
1080,Karlskrona,35-39 years,4021
1080,Karlskrona,40-44 years,3929
1080,Karlskrona,45-49 years,4234
1080,Karlskrona,50-54 years,4207
1080,Karlskrona,55-59 years,4140
1080,Karlskrona,60-64 years,3596
1080,Karlskrona,65-69 years,3491
1080,Karlskrona,70-74 years,3666
1080,Karlskrona,75-79 years,3559
1080,Karlskrona,80-84 years,2189
1080,Karlskrona,85-89 years,1334
1080,Karlskrona,90-94 years,535
1080,Karlskrona,95-99 years,157
1080,Karlskrona,100+ years,17
1081,Ronneby,0-4 years,1575
1081,Ronneby,5-9 years,1725
1081,Ronneby,10-14 years,1827
1081,Ronneby,15-19 years,1737
1081,Ronneby,20-24 years,1337
1081,Ronneby,25-29 years,1347
1081,Ronneby,30-34 years,1678
1081,Ronneby,35-39 years,1664
1081,Ronneby,40-44 years,1677
1081,Ronneby,45-49 years,1741
1081,Ronneby,50-54 years,1864
1081,Ronneby,55-59 years,1990
1081,Ronneby,60-64 years,1640
1081,Ronneby,65-69 years,1722
1081,Ronneby,70-74 years,1724
1081,Ronneby,75-79 years,1725
1081,Ronneby,80-84 years,1156
1081,Ronneby,85-89 years,639
1081,Ronneby,90-94 years,312
1081,Ronneby,95-99 years,77
1081,Ronneby,100+ years,12
1082,Karlshamn,0-4 years,1549
1082,Karlshamn,5-9 years,1778
1082,Karlshamn,10-14 years,1860
1082,Karlshamn,15-19 years,1799
1082,Karlshamn,20-24 years,1572
1082,Karlshamn,25-29 years,1718
1082,Karlshamn,30-34 years,2028
1082,Karlshamn,35-39 years,1811
1082,Karlshamn,40-44 years,1676
1082,Karlshamn,45-49 years,1868
1082,Karlshamn,50-54 years,2115
1082,Karlshamn,55-59 years,2385
1082,Karlshamn,60-64 years,1913
1082,Karlshamn,65-69 years,1912
1082,Karlshamn,70-74 years,1888
1082,Karlshamn,75-79 years,1909
1082,Karlshamn,80-84 years,1331
1082,Karlshamn,85-89 years,704
1082,Karlshamn,90-94 years,320
1082,Karlshamn,95-99 years,75
1082,Karlshamn,100+ years,5
1083,Sölvesborg,0-4 years,769
1083,Sölvesborg,5-9 years,894
1083,Sölvesborg,10-14 years,980
1083,Sölvesborg,15-19 years,979
1083,Sölvesborg,20-24 years,776
1083,Sölvesborg,25-29 years,834
1083,Sölvesborg,30-34 years,1064
1083,Sölvesborg,35-39 years,938
1083,Sölvesborg,40-44 years,897
1083,Sölvesborg,45-49 years,1108
1083,Sölvesborg,50-54 years,1126
1083,Sölvesborg,55-59 years,1288
1083,Sölvesborg,60-64 years,1155
1083,Sölvesborg,65-69 years,1148
1083,Sölvesborg,70-74 years,1151
1083,Sölvesborg,75-79 years,1087
1083,Sölvesborg,80-84 years,709
1083,Sölvesborg,85-89 years,408
1083,Sölvesborg,90-94 years,155
1083,Sölvesborg,95-99 years,40
1083,Sölvesborg,100+ years,8
1214,Svalöv,0-4 years,915
1214,Svalöv,5-9 years,1000
1214,Svalöv,10-14 years,942
1214,Svalöv,15-19 years,869
1214,Svalöv,20-24 years,692
1214,Svalöv,25-29 years,726
1214,Svalöv,30-34 years,1051
1214,Svalöv,35-39 years,991
1214,Svalöv,40-44 years,926
1214,Svalöv,45-49 years,969
1214,Svalöv,50-54 years,997
1214,Svalöv,55-59 years,948
1214,Svalöv,60-64 years,783
1214,Svalöv,65-69 years,720
1214,Svalöv,70-74 years,640
1214,Svalöv,75-79 years,636
1214,Svalöv,80-84 years,362
1214,Svalöv,85-89 years,179
1214,Svalöv,90-94 years,93
1214,Svalöv,95-99 years,19
1214,Svalöv,100+ years,8
1230,Staffanstorp,0-4 years,1730
1230,Staffanstorp,5-9 years,2117
1230,Staffanstorp,10-14 years,2086
1230,Staffanstorp,15-19 years,1807
1230,Staffanstorp,20-24 years,1092
1230,Staffanstorp,25-29 years,1015
1230,Staffanstorp,30-34 years,1621
1230,Staffanstorp,35-39 years,1923
1230,Staffanstorp,40-44 years,1991
1230,Staffanstorp,45-49 years,1978
1230,Staffanstorp,50-54 years,1806
1230,Staffanstorp,55-59 years,1640
1230,Staffanstorp,60-64 years,1222
1230,Staffanstorp,65-69 years,923
1230,Staffanstorp,70-74 years,1045
1230,Staffanstorp,75-79 years,1229
1230,Staffanstorp,80-84 years,854
1230,Staffanstorp,85-89 years,484
1230,Staffanstorp,90-94 years,173
1230,Staffanstorp,95-99 years,40
1230,Staffanstorp,100+ years,2
1231,Burlöv,0-4 years,1302
1231,Burlöv,5-9 years,1411
1231,Burlöv,10-14 years,1294
1231,Burlöv,15-19 years,1170
1231,Burlöv,20-24 years,1068
1231,Burlöv,25-29 years,1160
1231,Burlöv,30-34 years,1451
1231,Burlöv,35-39 years,1459
1231,Burlöv,40-44 years,1442
1231,Burlöv,45-49 years,1340
1231,Burlöv,50-54 years,1171
1231,Burlöv,55-59 years,1194
1231,Burlöv,60-64 years,1039
1231,Burlöv,65-69 years,865
1231,Burlöv,70-74 years,831
1231,Burlöv,75-79 years,748
1231,Burlöv,80-84 years,531
1231,Burlöv,85-89 years,253
1231,Burlöv,90-94 years,125
1231,Burlöv,95-99 years,25
1231,Burlöv,100+ years,3
1233,Vellinge,0-4 years,2087
1233,Vellinge,5-9 years,2597
1233,Vellinge,10-14 years,2647
1233,Vellinge,15-19 years,2598
1233,Vellinge,20-24 years,1354
1233,Vellinge,25-29 years,1001
1233,Vellinge,30-34 years,1677
1233,Vellinge,35-39 years,2170
1233,Vellinge,40-44 years,2409
1233,Vellinge,45-49 years,2780
1233,Vellinge,50-54 years,2931
1233,Vellinge,55-59 years,2828
1233,Vellinge,60-64 years,2070
1233,Vellinge,65-69 years,1847
1233,Vellinge,70-74 years,1950
1233,Vellinge,75-79 years,2352
1233,Vellinge,80-84 years,1463
1233,Vellinge,85-89 years,706
1233,Vellinge,90-94 years,272
1233,Vellinge,95-99 years,71
1233,Vellinge,100+ years,11
1256,Östra Göinge,0-4 years,822
1256,Östra Göinge,5-9 years,877
1256,Östra Göinge,10-14 years,984
1256,Östra Göinge,15-19 years,943
1256,Östra Göinge,20-24 years,661
1256,Östra Göinge,25-29 years,702
1256,Östra Göinge,30-34 years,976
1256,Östra Göinge,35-39 years,846
1256,Östra Göinge,40-44 years,788
1256,Östra Göinge,45-49 years,866
1256,Östra Göinge,50-54 years,958
1256,Östra Göinge,55-59 years,969
1256,Östra Göinge,60-64 years,853
1256,Östra Göinge,65-69 years,794
1256,Östra Göinge,70-74 years,817
1256,Östra Göinge,75-79 years,805
1256,Östra Göinge,80-84 years,482
1256,Östra Göinge,85-89 years,277
1256,Östra Göinge,90-94 years,117
1256,Östra Göinge,95-99 years,35
1256,Östra Göinge,100+ years,5
1257,Örkelljunga,0-4 years,538
1257,Örkelljunga,5-9 years,580
1257,Örkelljunga,10-14 years,641
1257,Örkelljunga,15-19 years,585
1257,Örkelljunga,20-24 years,499
1257,Örkelljunga,25-29 years,545
1257,Örkelljunga,30-34 years,670
1257,Örkelljunga,35-39 years,612
1257,Örkelljunga,40-44 years,585
1257,Örkelljunga,45-49 years,629
1257,Örkelljunga,50-54 years,640
1257,Örkelljunga,55-59 years,756
1257,Örkelljunga,60-64 years,691
1257,Örkelljunga,65-69 years,634
1257,Örkelljunga,70-74 years,594
1257,Örkelljunga,75-79 years,581
1257,Örkelljunga,80-84 years,373
1257,Örkelljunga,85-89 years,173
1257,Örkelljunga,90-94 years,100
1257,Örkelljunga,95-99 years,25
1257,Örkelljunga,100+ years,4
1260,Bjuv,0-4 years,938
1260,Bjuv,5-9 years,1076
1260,Bjuv,10-14 years,1100
1260,Bjuv,15-19 years,1032
1260,Bjuv,20-24 years,795
1260,Bjuv,25-29 years,945
1260,Bjuv,30-34 years,1106
1260,Bjuv,35-39 years,999
1260,Bjuv,40-44 years,952
1260,Bjuv,45-49 years,1067
1260,Bjuv,50-54 years,1091
1260,Bjuv,55-59 years,1101
1260,Bjuv,60-64 years,884
1260,Bjuv,65-69 years,786
1260,Bjuv,70-74 years,756
1260,Bjuv,75-79 years,737
1260,Bjuv,80-84 years,407
1260,Bjuv,85-89 years,185
1260,Bjuv,90-94 years,85
1260,Bjuv,95-99 years,20
1260,Bjuv,100+ years,0
1261,Kävlinge,0-4 years,1926
1261,Kävlinge,5-9 years,2293
1261,Kävlinge,10-14 years,2402
1261,Kävlinge,15-19 years,2342
1261,Kävlinge,20-24 years,1306
1261,Kävlinge,25-29 years,1168
1261,Kävlinge,30-34 years,1973
1261,Kävlinge,35-39 years,2164
1261,Kävlinge,40-44 years,2213
1261,Kävlinge,45-49 years,2564
1261,Kävlinge,50-54 years,2427
1261,Kävlinge,55-59 years,2078
1261,Kävlinge,60-64 years,1505
1261,Kävlinge,65-69 years,1313
1261,Kävlinge,70-74 years,1550
1261,Kävlinge,75-79 years,1621
1261,Kävlinge,80-84 years,910
1261,Kävlinge,85-89 years,464
1261,Kävlinge,90-94 years,191
1261,Kävlinge,95-99 years,56
1261,Kävlinge,100+ years,4
1262,Lomma,0-4 years,1193
1262,Lomma,5-9 years,1886
1262,Lomma,10-14 years,2177
1262,Lomma,15-19 years,1900
1262,Lomma,20-24 years,866
1262,Lomma,25-29 years,568
1262,Lomma,30-34 years,864
1262,Lomma,35-39 years,1338
1262,Lomma,40-44 years,1736
1262,Lomma,45-49 years,2118
1262,Lomma,50-54 years,1885
1262,Lomma,55-59 years,1740
1262,Lomma,60-64 years,1214
1262,Lomma,65-69 years,1035
1262,Lomma,70-74 years,1114
1262,Lomma,75-79 years,1322
1262,Lomma,80-84 years,988
1262,Lomma,85-89 years,505
1262,Lomma,90-94 years,217
1262,Lomma,95-99 years,51
1262,Lomma,100+ years,4
1263,Svedala,0-4 years,1634
1263,Svedala,5-9 years,1834
1263,Svedala,10-14 years,1841
1263,Svedala,15-19 years,1501
1263,Svedala,20-24 years,865
1263,Svedala,25-29 years,828
1263,Svedala,30-34 years,1578
1263,Svedala,35-39 years,1723
1263,Svedala,40-44 years,1736
1263,Svedala,45-49 years,1794
1263,Svedala,50-54 years,1452
1263,Svedala,55-59 years,1396
1263,Svedala,60-64 years,1026
1263,Svedala,65-69 years,1026
1263,Svedala,70-74 years,1050
1263,Svedala,75-79 years,945
1263,Svedala,80-84 years,584
1263,Svedala,85-89 years,304
1263,Svedala,90-94 years,136
1263,Svedala,95-99 years,32
1263,Svedala,100+ years,3
1264,Skurup,0-4 years,1005
1264,Skurup,5-9 years,1063
1264,Skurup,10-14 years,997
1264,Skurup,15-19 years,976
1264,Skurup,20-24 years,809
1264,Skurup,25-29 years,851
1264,Skurup,30-34 years,1148
1264,Skurup,35-39 years,1085
1264,Skurup,40-44 years,1019
1264,Skurup,45-49 years,1067
1264,Skurup,50-54 years,1123
1264,Skurup,55-59 years,1181
1264,Skurup,60-64 years,952
1264,Skurup,65-69 years,909
1264,Skurup,70-74 years,895
1264,Skurup,75-79 years,812
1264,Skurup,80-84 years,445
1264,Skurup,85-89 years,256
1264,Skurup,90-94 years,110
1264,Skurup,95-99 years,25
1264,Skurup,100+ years,3
1265,Sjöbo,0-4 years,1050
1265,Sjöbo,5-9 years,1121
1265,Sjöbo,10-14 years,1127
1265,Sjöbo,15-19 years,1039
1265,Sjöbo,20-24 years,841
1265,Sjöbo,25-29 years,883
1265,Sjöbo,30-34 years,1325
1265,Sjöbo,35-39 years,1171
1265,Sjöbo,40-44 years,1119
1265,Sjöbo,45-49 years,1140
1265,Sjöbo,50-54 years,1319
1265,Sjöbo,55-59 years,1490
1265,Sjöbo,60-64 years,1340
1265,Sjöbo,65-69 years,1227
1265,Sjöbo,70-74 years,1136
1265,Sjöbo,75-79 years,1052
1265,Sjöbo,80-84 years,631
1265,Sjöbo,85-89 years,358
1265,Sjöbo,90-94 years,133
1265,Sjöbo,95-99 years,42
1265,Sjöbo,100+ years,3
1266,Hörby,0-4 years,815
1266,Hörby,5-9 years,955
1266,Hörby,10-14 years,932
1266,Hörby,15-19 years,857
1266,Hörby,20-24 years,669
1266,Hörby,25-29 years,784
1266,Hörby,30-34 years,1073
1266,Hörby,35-39 years,968
1266,Hörby,40-44 years,887
1266,Hörby,45-49 years,1024
1266,Hörby,50-54 years,993
1266,Hörby,55-59 years,1105
1266,Hörby,60-64 years,1012
1266,Hörby,65-69 years,951
1266,Hörby,70-74 years,952
1266,Hörby,75-79 years,781
1266,Hörby,80-84 years,487
1266,Hörby,85-89 years,294
1266,Hörby,90-94 years,128
1266,Hörby,95-99 years,46
1266,Hörby,100+ years,5
1267,Höör,0-4 years,999
1267,Höör,5-9 years,1129
1267,Höör,10-14 years,1138
1267,Höör,15-19 years,1011
1267,Höör,20-24 years,656
1267,Höör,25-29 years,757
1267,Höör,30-34 years,1157
1267,Höör,35-39 years,1073
1267,Höör,40-44 years,1106
1267,Höör,45-49 years,1136
1267,Höör,50-54 years,1125
1267,Höör,55-59 years,1259
1267,Höör,60-64 years,1027
1267,Höör,65-69 years,1004
1267,Höör,70-74 years,889
1267,Höör,75-79 years,867
1267,Höör,80-84 years,510
1267,Höör,85-89 years,279
1267,Höör,90-94 years,134
1267,Höör,95-99 years,36
1267,Höör,100+ years,5
1270,Tomelilla,0-4 years,723
1270,Tomelilla,5-9 years,799
1270,Tomelilla,10-14 years,782
1270,Tomelilla,15-19 years,759
1270,Tomelilla,20-24 years,642
1270,Tomelilla,25-29 years,675
1270,Tomelilla,30-34 years,824
1270,Tomelilla,35-39 years,823
1270,Tomelilla,40-44 years,801
1270,Tomelilla,45-49 years,726
1270,Tomelilla,50-54 years,835
1270,Tomelilla,55-59 years,876
1270,Tomelilla,60-64 years,950
