country_name,region_code,region_name,year,k_passengers
Lithuania,LT02,Vidurio ir vakarų Lietuvos regionas,2010,912
Luxembourg,LU00,Luxembourg,2010,1614
Latvia,LV00,Latvija,2010,4656
Malta,MT00,Malta,2010,3294
Netherlands,NL13,Drenthe,2010,124
Netherlands,NL32,Noord-Holland,2010,45146
Netherlands,NL33,Zuid-Holland,2010,928
Netherlands,NL41,Noord-Brabant,2010,2190
Netherlands,NL42,Limburg (NL),2010,232
,NO01,,2010,19137
,NO02,,2010,-
,NO03,,2010,2990
,NO04,,2010,4816
,NO05,,2010,5941
,NO06,,2010,3505
,NO07,,2010,3983
Poland,PL21,Małopolskie,2010,2839
Poland,PL22,Śląskie,2010,2381
Poland,PL41,Wielkopolskie,2010,1384
Poland,PL42,Zachodniopomorskie,2010,-
Poland,PL51,Dolnośląskie,2010,1599
Poland,PL61,Kujawsko-pomorskie,2010,-
Poland,PL63,Pomorskie,2010,2215
Poland,PL71,Łódzkie,2010,-
Poland,PL82,Podkarpackie,2010,-
Poland,PL91,Warszawski stołeczny,2010,8728
Portugal,PT11,Norte,2010,5280
Portugal,PT15,Algarve,2010,5337
Portugal,PT16,Centro (PT),2010,-
Portugal,PT17,Área Metropolitana de Lisboa,2010,14050
Portugal,PT18,Alentejo,2010,-
Portugal,PT20,Região Autónoma dos Açores,2010,1351
Portugal,PT30,Região Autónoma da Madeira,2010,2289
Romania,RO11,Nord-Vest,2010,1089
Romania,RO12,Centru,2010,-
Romania,RO21,Nord-Est,2010,-
Romania,RO22,Sud-Est,2010,-
Romania,RO32,București-Ilfov,2010,7009
Romania,RO41,Sud-Vest Oltenia,2010,-
Romania,RO42,Vest,2010,1159
Sweden,SE11,Stockholm,2010,18998
Sweden,SE12,Östra Mellansverige,2010,2658
Sweden,SE21,Småland med öarna,2010,637
Sweden,SE22,Sydsverige,2010,2178
Sweden,SE23,Västsverige,2010,4849
Sweden,SE31,Norra Mellansverige,2010,82
Sweden,SE32,Mellersta Norrland,2010,612
Sweden,SE33,Övre Norrland,2010,2240
Slovenia,SI04,Zahodna Slovenija,2010,1382
Slovakia,SK01,Bratislavský kraj,2010,1658
Slovakia,SK04,Východné Slovensko,2010,264
United Kingdom,UKC1,Tees Valley and Durham,2010,225
United Kingdom,UKC2,Northumberland and Tyne and Wear,2010,4346
United Kingdom,UKD3,Greater Manchester,2010,17662
United Kingdom,UKD4,Lancashire,2010,234
United Kingdom,UKD7,Merseyside,2010,5008
United Kingdom,UKE1,East Yorkshire and Northern Lincolnshire,2010,283
United Kingdom,UKE3,South Yorkshire,2010,876
United Kingdom,UKE4,West Yorkshire,2010,2722
United Kingdom,UKF2,"Leicestershire, Rutland and Northamptonshire",2010,4111
United Kingdom,UKG1,"Herefordshire, Worcestershire and Warwickshire",2010,-
United Kingdom,UKG3,West Midlands,2010,8563
United Kingdom,UKH1,East Anglia,2010,427
United Kingdom,UKH2,Bedfordshire and Hertfordshire,2010,8733
United Kingdom,UKH3,Essex,2010,18566
United Kingdom,UKI4,Inner London — East,2010,2781
United Kingdom,UKI6,Outer London — South,2010,-
United Kingdom,UKI7,Outer London — West and North West,2010,65742
United Kingdom,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2010,2
United Kingdom,UKJ2,"Surrey, East and West Sussex",2010,31341
United Kingdom,UKJ3,Hampshire and Isle of Wight,2010,1734
United Kingdom,UKJ4,Kent,2010,25
United Kingdom,UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2010,5739
United Kingdom,UKK2,Dorset and Somerset,2010,750
United Kingdom,UKK3,Cornwall and Isles of Scilly,2010,-
United Kingdom,UKK4,Devon,2010,737
United Kingdom,UKL2,East Wales,2010,1398
United Kingdom,UKM5,North Eastern Scotland,2010,2763
United Kingdom,UKM6,Highlands and Islands,2010,1228
United Kingdom,UKM7,Eastern Scotland,2010,8664
United Kingdom,UKM8,West Central Scotland,2010,6522
United Kingdom,UKM9,Southern Scotland,2010,1660
United Kingdom,UKN0,Northern Ireland,2010,7090
United Kingdom,UKZZ,Extra-Regio NUTS 2,2010,282
Austria,AT12,Niederösterreich,2011,21106
Austria,AT21,Kärnten,2011,378
Austria,AT22,Steiermark,2011,959
Austria,AT31,Oberösterreich,2011,660
Austria,AT32,Salzburg,2011,1696
Austria,AT33,Tirol,2011,996
Belgium,BE21,Prov. (2) Antwerpen,2011,114
Belgium,BE24,Prov. Vlaams-Brabant,2011,18613
Belgium,BE25,Prov. West-Vlaanderen,2011,201
Belgium,BE32,Prov. Hainaut,2011,5883
Belgium,BE33,Prov. Liège,2011,303
Bulgaria,BG33,Североизточен,2011,1165
Bulgaria,BG34,Югоизточен,2011,2227
Bulgaria,BG41,Югозападен,2011,3466
,CH01,,2011,13010
,CH02,,2011,169
,CH04,,2011,24311
,CH05,,2011,95
,CH07,,2011,165
Cyprus,CY00,Κύπρος,2011,7190
Czechia,CZ01,Praha,2011,11724
Czechia,CZ04,Severozápad,2011,96
Czechia,CZ05,Severovýchod,2011,59
Czechia,CZ06,Jihovýchod,2011,525
Czechia,CZ08,Moravskoslezsko,2011,246
Germany,DE11,Stuttgart,2011,9535
Germany,DE12,Karlsruhe,2011,1107
Germany,DE13,Freiburg,2011,-
Germany,DE14,Tübingen,2011,539
Germany,DE21,Oberbayern,2011,37593
Germany,DE22,Niederbayern,2011,-
Germany,DE24,Oberfranken,2011,-
Germany,DE25,Mittelfranken,2011,3934
Germany,DE27,Schwaben,2011,755
Germany,DE30,Berlin,2011,16892
Germany,DE40,Brandenburg,2011,7099
Germany,DE50,Bremen,2011,2553
Germany,DE60,Hamburg,2011,13527
Germany,DE71,Darmstadt,2011,56275
Germany,DE73,Kassel,2011,-
Germany,DE80,Mecklenburg-Vorpommern,2011,164
Germany,DE91,Braunschweig,2011,-
Germany,DE92,Hannover,2011,5301
Germany,DE94,Weser-Ems,2011,-
Germany,DEA1,Düsseldorf,2011,22707
Germany,DEA2,Köln,2011,9597
Germany,DEA3,Münster,2011,1292
Germany,DEA4,Detmold,2011,954
Germany,DEA5,Arnsberg,2011,1808
Germany,DEB1,Koblenz,2011,2830
Germany,DEB2,Trier,2011,-
Germany,DEB3,Rheinhessen-Pfalz,2011,208
Germany,DEC0,Saarland,2011,411
Germany,DED2,Dresden,2011,1902
Germany,DED5,Leipzig,2011,1834
Germany,DEE0,Sachsen-Anhalt,2011,-
Germany,DEF0,Schleswig-Holstein,2011,522
Germany,DEG0,Thüringen,2011,265
Germany,DEZZ,Extra-Regio NUTS 2,2011,-
Denmark,DK01,Hovedstaden,2011,22622
Denmark,DK02,Sjælland,2011,13
Denmark,DK03,Syddanmark,2011,2796
Denmark,DK04,Midtjylland,2011,880
Denmark,DK05,Nordjylland,2011,1378
Estonia,EE00,Eesti,2011,1908
Greece,EL30,Αττική,2011,14427
Greece,EL41,Βόρειο Αιγαίο,2011,1272
Greece,EL42,Νότιο Αιγαίο,2011,7795
Greece,EL43,Κρήτη,2011,7117
Greece,EL51,"Ανατολική Μακεδονία, Θράκη",2011,505
Greece,EL52,Κεντρική Μακεδονία,2011,4008
Greece,EL53,Δυτική Μακεδονία,2011,12
Greece,EL54,Ήπειρος,2011,89
Greece,EL61,Θεσσαλία,2011,361
Greece,EL62,Ιόνια Νησιά,2011,3145
Greece,EL63,Δυτική Ελλάδα,2011,387
Greece,EL64,Στερεά Ελλάδα,2011,5
Greece,EL65,Πελοπόννησος,2011,107
Spain,ES11,Galicia,2011,4429
Spain,ES12,Principado de Asturias,2011,1334
Spain,ES13,Cantabria,2011,1115
Spain,ES21,País Vasco,2011,4301
Spain,ES22,Comunidad Foral de Navarra,2011,230
Spain,ES24,Aragón,2011,751
Spain,ES30,Comunidad de Madrid,2011,49532
Spain,ES41,Castilla y León,2011,453
Spain,ES51,Cataluña,2011,38653
Spain,ES52,Comunidad Valenciana,2011,14860
Spain,ES53,Illes Balears,2011,30265
Spain,ES61,Andalucía,2011,20243
Spain,ES62,Región de Murcia,2011,1263
Spain,ES64,Ciudad Autónoma de Melilla,2011,278
Spain,ES70,Canarias,2011,31190
Finland,FI19,Länsi-Suomi,2011,1233
Finland,FI1B,Helsinki-Uusimaa,2011,14871
Finland,FI1C,Etelä-Suomi,2011,493
Finland,FI1D,Pohjois- ja Itä-Suomi,2011,2436
Finland,FI20,Åland,2011,54
Finland,FIZZ,Extra-Regio NUTS 2,2011,-
France,FR10,Île-de-France,2011,87813
France,FRB0,Centre-Val de Loire,2011,-
France,FRC1,Bourgogne,2011,-
France,FRD1,Basse-Normandie,2011,-
France,FRD2,Haute-Normandie,2011,-
France,FRE1,Nord-Pas-de-Calais,2011,1143
France,FRE2,Picardie,2011,3677
France,FRF1,Alsace,2011,6043
France,FRF2,Champagne-Ardenne,2011,51
France,FRF3,Lorraine,2011,250
France,FRG0,Pays-de-la-Loire,2011,3172
France,FRH0,Bretagne,2011,1585
France,FRI1,Aquitaine,2011,5981
France,FRI2,Limousin,2011,335
France,FRI3,Poitou-Charentes,2011,228
France,FRJ1,Languedoc-Roussillon,2011,2430
France,FRJ2,Midi-Pyrénées,2011,7384
France,FRK1,Auvergne,2011,389
France,FRK2,Rhône-Alpes,2011,8886
France,FRL0,Provence-Alpes-Côte d’Azur,2011,18202
France,FRM0,Corse,2011,2934
France,FRY1,Guadeloupe,2011,2120
France,FRY2,Martinique,2011,1620
France,FRY3,Guyane,2011,431
France,FRY4,La Réunion,2011,2084
France,FRY5,Mayotte,2011,-
Croatia,HR03,Jadranska Hrvatska,2011,3206
Croatia,HR04,Kontinentalna Hrvatska,2011,2263
Hungary,HU11,Budapest,2011,8885
Hungary,HU32,Észak-Alföld,2011,-
Ireland,IE04,Northern and Western,2011,719
Ireland,IE05,Southern,2011,4004
Ireland,IE06,Eastern and Midland,2011,18720
,IS00,,2011,2463
Italy,ITC1,Piemonte,2011,3921
Italy,ITC3,Liguria,2011,1394
Italy,ITC4,Lombardia,2011,36587
Italy,ITF1,Abruzzo,2011,545
Italy,ITF3,Campania,2011,5728
Italy,ITF4,Puglia,2011,5811
Italy,ITF6,Calabria,2011,2813
Italy,ITG1,Sicilia,2011,13300
Italy,ITG2,Sardegna,2011,6988
Italy,ITH1,Provincia Autonoma di Bolzano/Bozen (1),2011,59
Italy,ITH3,Veneto,2011,12978
Italy,ITH4,Friuli-Venezia Giulia,2011,854
Italy,ITH5,Emilia-Romagna,2011,7347
Italy,ITI1,Toscana,2011,6403
Italy,ITI2,Umbria,2011,171
Italy,ITI3,Marche,2011,597
Italy,ITI4,Lazio,2011,42146
Lithuania,LT01,Sostinės regionas,2011,1709
Lithuania,LT02,Vidurio ir vakarų Lietuvos regionas,2011,983
Luxembourg,LU00,Luxembourg,2011,1837
Latvia,LV00,Latvija,2011,5098
Malta,MT00,Malta,2011,3507
Netherlands,NL13,Drenthe,2011,116
Netherlands,NL32,Noord-Holland,2011,49690
Netherlands,NL33,Zuid-Holland,2011,1082
Netherlands,NL41,Noord-Brabant,2011,2670
Netherlands,NL42,Limburg (NL),2011,337
,NO01,,2011,21103
,NO02,,2011,-
,NO03,,2011,3005
,NO04,,2011,5394
,NO05,,2011,6595
,NO06,,2011,3902
,NO07,,2011,4217
Poland,PL21,Małopolskie,2011,2994
Poland,PL22,Śląskie,2011,2513
Poland,PL41,Wielkopolskie,2011,1417
Poland,PL42,Zachodniopomorskie,2011,245
Poland,PL51,Dolnośląskie,2011,1609
Poland,PL61,Kujawsko-pomorskie,2011,277
Poland,PL63,Pomorskie,2011,2456
Poland,PL71,Łódzkie,2011,384
Poland,PL82,Podkarpackie,2011,491
Poland,PL91,Warszawski stołeczny,2011,9351
Portugal,PT11,Norte,2011,6005
Portugal,PT15,Algarve,2011,5617
Portugal,PT16,Centro (PT),2011,-
Portugal,PT17,Área Metropolitana de Lisboa,2011,14807
Portugal,PT18,Alentejo,2011,2
Portugal,PT20,Região Autónoma dos Açores,2011,1114
Portugal,PT30,Região Autónoma da Madeira,2011,2376
Romania,RO11,Nord-Vest,2011,1005
Romania,RO12,Centru,2011,177
Romania,RO21,Nord-Est,2011,294
Romania,RO22,Sud-Est,2011,-
Romania,RO32,București-Ilfov,2011,7419
Romania,RO41,Sud-Vest Oltenia,2011,-
Romania,RO42,Vest,2011,1228
Sweden,SE11,Stockholm,2011,21241
Sweden,SE12,Östra Mellansverige,2011,2726
Sweden,SE21,Småland med öarna,2011,696
Sweden,SE22,Sydsverige,2011,2570
Sweden,SE23,Västsverige,2011,5679
Sweden,SE31,Norra Mellansverige,2011,109
Sweden,SE32,Mellersta Norrland,2011,660
Sweden,SE33,Övre Norrland,2011,2444
Slovenia,SI04,Zahodna Slovenija,2011,1359
Slovakia,SK01,Bratislavský kraj,2011,1577
Slovakia,SK04,Východné Slovensko,2011,264
United Kingdom,UKC1,Tees Valley and Durham,2011,190
United Kingdom,UKC2,Northumberland and Tyne and Wear,2011,4336
United Kingdom,UKD3,Greater Manchester,2011,18804
United Kingdom,UKD4,Lancashire,2011,236
United Kingdom,UKD7,Merseyside,2011,5246
United Kingdom,UKE1,East Yorkshire and Northern Lincolnshire,2011,273
United Kingdom,UKE3,South Yorkshire,2011,822
United Kingdom,UKE4,West Yorkshire,2011,2910
United Kingdom,UKF2,"Leicestershire, Rutland and Northamptonshire",2011,4208
United Kingdom,UKG1,"Herefordshire, Worcestershire and Warwickshire",2011,0
United Kingdom,UKG3,West Midlands,2011,8606
United Kingdom,UKH1,East Anglia,2011,414
United Kingdom,UKH2,Bedfordshire and Hertfordshire,2011,9510
United Kingdom,UKH3,Essex,2011,18086
United Kingdom,UKI4,Inner London — East,2011,2942
United Kingdom,UKI6,Outer London — South,2011,-
United Kingdom,UKI7,Outer London — West and North West,2011,69388
United Kingdom,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2011,2
United Kingdom,UKJ2,"Surrey, East and West Sussex",2011,33638
United Kingdom,UKJ3,Hampshire and Isle of Wight,2011,1762
United Kingdom,UKJ4,Kent,2011,37
United Kingdom,UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2011,5782
United Kingdom,UKK2,Dorset and Somerset,2011,612
United Kingdom,UKK3,Cornwall and Isles of Scilly,2011,-
United Kingdom,UKK4,Devon,2011,707
United Kingdom,UKL2,East Wales,2011,1208
United Kingdom,UKM5,North Eastern Scotland,2011,3083
United Kingdom,UKM6,Highlands and Islands,2011,1306
United Kingdom,UKM7,Eastern Scotland,2011,9445
United Kingdom,UKM8,West Central Scotland,2011,6858
United Kingdom,UKM9,Southern Scotland,2011,1296
United Kingdom,UKN0,Northern Ireland,2011,6900
United Kingdom,UKZZ,Extra-Regio NUTS 2,2011,205
Austria,AT12,Niederösterreich,2012,22196
Austria,AT21,Kärnten,2012,277
Austria,AT22,Steiermark,2012,915
Austria,AT31,Oberösterreich,2012,611
Austria,AT32,Salzburg,2012,1663
Austria,AT33,Tirol,2012,930
Belgium,BE21,Prov. (2) Antwerpen,2012,110
Belgium,BE24,Prov. Vlaams-Brabant,2012,18815
Belgium,BE25,Prov. West-Vlaanderen,2012,204
Belgium,BE32,Prov. Hainaut,2012,6506
Belgium,BE33,Prov. Liège,2012,296
Bulgaria,BG33,Североизточен,2012,1210
Bulgaria,BG34,Югоизточен,2012,2357
Bulgaria,BG41,Югозападен,2012,3456
,CH01,,2012,13790
,CH02,,2012,258
,CH04,,2012,24788
,CH05,,2012,116
,CH07,,2012,167
Cyprus,CY00,Κύπρος,2012,7328
Czechia,CZ01,Praha,2012,10774
Czechia,CZ04,Severozápad,2012,101
Czechia,CZ05,Severovýchod,2012,124
Czechia,CZ06,Jihovýchod,2012,498
Czechia,CZ08,Moravskoslezsko,2012,246
Germany,DE11,Stuttgart,2012,9677
Germany,DE12,Karlsruhe,2012,1278
Germany,DE13,Freiburg,2012,-
Germany,DE14,Tübingen,2012,507
Germany,DE21,Oberbayern,2012,38186
Germany,DE22,Niederbayern,2012,-
Germany,DE24,Oberfranken,2012,-
Germany,DE25,Mittelfranken,2012,3569
Germany,DE27,Schwaben,2012,867
Germany,DE30,Berlin,2012,18148
Germany,DE40,Brandenburg,2012,7081
Germany,DE50,Bremen,2012,2442
Germany,DE60,Hamburg,2012,13675
Germany,DE71,Darmstadt,2012,57261
Germany,DE73,Kassel,2012,-
Germany,DE80,Mecklenburg-Vorpommern,2012,146
Germany,DE91,Braunschweig,2012,-
Germany,DE92,Hannover,2012,5261
Germany,DE94,Weser-Ems,2012,-
Germany,DEA1,Düsseldorf,2012,23005
Germany,DEA2,Köln,2012,9256
Germany,DEA3,Münster,2012,1002
Germany,DEA4,Detmold,2012,861
Germany,DEA5,Arnsberg,2012,1892
Germany,DEB1,Koblenz,2012,2651
Germany,DEB2,Trier,2012,-
Germany,DEB3,Rheinhessen-Pfalz,2012,225
Germany,DEC0,Saarland,2012,386
Germany,DED2,Dresden,2012,1869
Germany,DED5,Leipzig,2012,2088
Germany,DEE0,Sachsen-Anhalt,2012,-
Germany,DEF0,Schleswig-Holstein,2012,499
Germany,DEG0,Thüringen,2012,171
Germany,DEZZ,Extra-Regio NUTS 2,2012,-
Denmark,DK01,Hovedstaden,2012,23252
Denmark,DK02,Sjælland,2012,10
Denmark,DK03,Syddanmark,2012,2793
Denmark,DK04,Midtjylland,2012,638
Denmark,DK05,Nordjylland,2012,1301
Estonia,EE00,Eesti,2012,2202
Greece,EL30,Αττική,2012,12936
Greece,EL41,Βόρειο Αιγαίο,2012,1115
Greece,EL42,Νότιο Αιγαίο,2012,7335
Greece,EL43,Κρήτη,2012,7006
Greece,EL51,"Ανατολική Μακεδονία, Θράκη",2012,432
Greece,EL52,Κεντρική Μακεδονία,2012,4075
Greece,EL53,Δυτική Μακεδονία,2012,11
Greece,EL54,Ήπειρος,2012,71
Greece,EL61,Θεσσαλία,2012,351
Greece,EL62,Ιόνια Νησιά,2012,3202
Greece,EL63,Δυτική Ελλάδα,2012,441
Greece,EL64,Στερεά Ελλάδα,2012,15
Greece,EL65,Πελοπόννησος,2012,109
Spain,ES11,Galicia,2012,3856
Spain,ES12,Principado de Asturias,2012,1306
Spain,ES13,Cantabria,2012,1115
Spain,ES21,País Vasco,2012,4437
Spain,ES22,Comunidad Foral de Navarra,2012,181
Spain,ES24,Aragón,2012,550
Spain,ES30,Comunidad de Madrid,2012,45124
Spain,ES41,Castilla y León,2012,372
Spain,ES51,Cataluña,2012,38810
Spain,ES52,Comunidad Valenciana,2012,13573
Spain,ES53,Illes Balears,2012,30067
Spain,ES61,Andalucía,2012,19035
Spain,ES62,Región de Murcia,2012,1181
Spain,ES64,Ciudad Autónoma de Melilla,2012,306
Spain,ES70,Canarias,2012,29429
Finland,FI19,Länsi-Suomi,2012,1133
Finland,FI1B,Helsinki-Uusimaa,2012,14851
Finland,FI1C,Etelä-Suomi,2012,548
Finland,FI1D,Pohjois- ja Itä-Suomi,2012,2589
Finland,FI20,Åland,2012,55
Finland,FIZZ,Extra-Regio NUTS 2,2012,-
France,FR10,Île-de-France,2012,88566
France,FRB0,Centre-Val de Loire,2012,167
France,FRC1,Bourgogne,2012,-
France,FRD1,Basse-Normandie,2012,-
France,FRD2,Haute-Normandie,2012,-
France,FRE1,Nord-Pas-de-Calais,2012,1366
France,FRE2,Picardie,2012,3863
France,FRF1,Alsace,2012,6483
France,FRF2,Champagne-Ardenne,2012,86
France,FRF3,Lorraine,2012,256
France,FRG0,Pays-de-la-Loire,2012,3562
France,FRH0,Bretagne,2012,1672
France,FRI1,Aquitaine,2012,6307
France,FRI2,Limousin,2012,305
France,FRI3,Poitou-Charentes,2012,235
France,FRJ1,Languedoc-Roussillon,2012,2432
France,FRJ2,Midi-Pyrénées,2012,8077
France,FRK1,Auvergne,2012,375
France,FRK2,Rhône-Alpes,2012,8904
France,FRL0,Provence-Alpes-Côte d’Azur,2012,19924
France,FRM0,Corse,2012,2988
France,FRY1,Guadeloupe,2012,1974
France,FRY2,Martinique,2012,1565
France,FRY3,Guyane,2012,416
France,FRY4,La Réunion,2012,1998
France,FRY5,Mayotte,2012,-
Croatia,HR03,Jadranska Hrvatska,2012,3555
Croatia,HR04,Kontinentalna Hrvatska,2012,2317
Hungary,HU11,Budapest,2012,8430
Hungary,HU32,Észak-Alföld,2012,-
Ireland,IE04,Northern and Western,2012,677
Ireland,IE05,Southern,2012,3869
Ireland,IE06,Eastern and Midland,2012,19078
,IS00,,2012,2741
Italy,ITC1,Piemonte,2012,3740
Italy,ITC3,Liguria,2012,1369
Italy,ITC4,Lombardia,2012,36400
Italy,ITF1,Abruzzo,2012,559
Italy,ITF3,Campania,2012,5758
Italy,ITF4,Puglia,2012,5860
Italy,ITF6,Calabria,2012,2769
Italy,ITG1,Sicilia,2012,12427
Italy,ITG2,Sardegna,2012,6935
Italy,ITH1,Provincia Autonoma di Bolzano/Bozen (1),2012,37
Italy,ITH3,Veneto,2012,13635
Italy,ITH4,Friuli-Venezia Giulia,2012,877
Italy,ITH5,Emilia-Romagna,2012,7100
Italy,ITI1,Toscana,2012,6322
Italy,ITI2,Umbria,2012,196
Italy,ITI3,Marche,2012,553
Italy,ITI4,Lazio,2012,41201
Lithuania,LT01,Sostinės regionas,2012,2206
Lithuania,LT02,Vidurio ir vakarų Lietuvos regionas,2012,960
Luxembourg,LU00,Luxembourg,2012,1894
Latvia,LV00,Latvija,2012,4755
Malta,MT00,Malta,2012,3650
Netherlands,NL13,Drenthe,2012,182
Netherlands,NL32,Noord-Holland,2012,50988
Netherlands,NL33,Zuid-Holland,2012,1193
Netherlands,NL41,Noord-Brabant,2012,3009
Netherlands,NL42,Limburg (NL),2012,309
,NO01,,2012,22176
,NO02,,2012,-
,NO03,,2012,3412
,NO04,,2012,5818
,NO05,,2012,6953
,NO06,,2012,4194
,NO07,,2012,4374
Poland,PL21,Małopolskie,2012,3409
Poland,PL22,Śląskie,2012,2526
Poland,PL41,Wielkopolskie,2012,1560
Poland,PL42,Zachodniopomorskie,2012,348
Poland,PL51,Dolnośląskie,2012,1942
Poland,PL61,Kujawsko-pomorskie,2012,338
Poland,PL63,Pomorskie,2012,2781
Poland,PL71,Łódzkie,2012,463
Poland,PL82,Podkarpackie,2012,564
Poland,PL91,Warszawski stołeczny,2012,9605
Portugal,PT11,Norte,2012,6053
Portugal,PT15,Algarve,2012,5674
Portugal,PT16,Centro (PT),2012,-
Portugal,PT17,Área Metropolitana de Lisboa,2012,15316
Portugal,PT18,Alentejo,2012,1
Portugal,PT20,Região Autónoma dos Açores,2012,1278
Portugal,PT30,Região Autónoma da Madeira,2012,2271
Romania,RO11,Nord-Vest,2012,928
Romania,RO12,Centru,2012,176
Romania,RO21,Nord-Est,2012,394
Romania,RO22,Sud-Est,2012,-
Romania,RO32,București-Ilfov,2012,7509
Romania,RO41,Sud-Vest Oltenia,2012,-
Romania,RO42,Vest,2012,1043
Sweden,SE11,Stockholm,2012,21983
Sweden,SE12,Östra Mellansverige,2012,2476
Sweden,SE21,Småland med öarna,2012,707
Sweden,SE22,Sydsverige,2012,2729
Sweden,SE23,Västsverige,2012,5669
Sweden,SE31,Norra Mellansverige,2012,100
Sweden,SE32,Mellersta Norrland,2012,666
Sweden,SE33,Övre Norrland,2012,2548
Slovenia,SI04,Zahodna Slovenija,2012,1168
Slovakia,SK01,Bratislavský kraj,2012,1358
Slovakia,SK04,Východné Slovensko,2012,234
United Kingdom,UKC1,Tees Valley and Durham,2012,165
United Kingdom,UKC2,Northumberland and Tyne and Wear,2012,4355
United Kingdom,UKD3,Greater Manchester,2012,19654
United Kingdom,UKD4,Lancashire,2012,235
United Kingdom,UKD7,Merseyside,2012,4458
United Kingdom,UKE1,East Yorkshire and Northern Lincolnshire,2012,234
United Kingdom,UKE3,South Yorkshire,2012,693
United Kingdom,UKE4,West Yorkshire,2012,2969
United Kingdom,UKF2,"Leicestershire, Rutland and Northamptonshire",2012,4068
United Kingdom,UKG1,"Herefordshire, Worcestershire and Warwickshire",2012,0
United Kingdom,UKG3,West Midlands,2012,8916
United Kingdom,UKH1,East Anglia,2012,399
United Kingdom,UKH2,Bedfordshire and Hertfordshire,2012,9614
United Kingdom,UKH3,Essex,2012,18078
United Kingdom,UKI4,Inner London — East,2012,3017
United Kingdom,UKI6,Outer London — South,2012,-
United Kingdom,UKI7,Outer London — West and North West,2012,69983
United Kingdom,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2012,6
United Kingdom,UKJ2,"Surrey, East and West Sussex",2012,34213
United Kingdom,UKJ3,Hampshire and Isle of Wight,2012,1693
United Kingdom,UKJ4,Kent,2012,9
United Kingdom,UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2012,5931
United Kingdom,UKK2,Dorset and Somerset,2012,690
United Kingdom,UKK3,Cornwall and Isles of Scilly,2012,-
United Kingdom,UKK4,Devon,2012,695
United Kingdom,UKL2,East Wales,2012,1013
United Kingdom,UKM5,North Eastern Scotland,2012,3329
United Kingdom,UKM6,Highlands and Islands,2012,1324
United Kingdom,UKM7,Eastern Scotland,2012,9248
United Kingdom,UKM8,West Central Scotland,2012,7150
United Kingdom,UKM9,Southern Scotland,2012,1067
United Kingdom,UKN0,Northern Ireland,2012,6957
United Kingdom,UKZZ,Extra-Regio NUTS 2,2012,166
Austria,AT12,Niederösterreich,2013,22041
Austria,AT21,Kärnten,2013,256
Austria,AT22,Steiermark,2013,875
Austria,AT31,Oberösterreich,2013,545
Austria,AT32,Salzburg,2013,1667
Austria,AT33,Tirol,2013,981
Belgium,BE21,Prov. (2) Antwerpen,2013,110
Belgium,BE24,Prov. Vlaams-Brabant,2013,18985
Belgium,BE25,Prov. West-Vlaanderen,2013,220
Belgium,BE32,Prov. Hainaut,2013,6776
Belgium,BE33,Prov. Liège,2013,310
Bulgaria,BG33,Североизточен,2013,1302
Bulgaria,BG34,Югоизточен,2013,2461
Bulgaria,BG41,Югозападен,2013,3497
,CH01,,2013,14330
,CH02,,2013,245
,CH04,,2013,24853
,CH05,,2013,86
,CH07,,2013,143
Cyprus,CY00,Κύπρος,2013,7011
Czechia,CZ01,Praha,2013,10950
Czechia,CZ04,Severozápad,2013,101
Czechia,CZ05,Severovýchod,2013,179
Czechia,CZ06,Jihovýchod,2013,433
Czechia,CZ08,Moravskoslezsko,2013,229
Germany,DE11,Stuttgart,2013,9545
Germany,DE12,Karlsruhe,2013,1054
Germany,DE13,Freiburg,2013,-
Germany,DE14,Tübingen,2013,497
Germany,DE21,Oberbayern,2013,38518
Germany,DE22,Niederbayern,2013,-
Germany,DE24,Oberfranken,2013,-
Germany,DE25,Mittelfranken,2013,3294
Germany,DE27,Schwaben,2013,837
Germany,DE30,Berlin,2013,19576
Germany,DE40,Brandenburg,2013,6712
Germany,DE50,Bremen,2013,2606
Germany,DE60,Hamburg,2013,13482
Germany,DE71,Darmstadt,2013,57878
Germany,DE73,Kassel,2013,-
Germany,DE80,Mecklenburg-Vorpommern,2013,122
Germany,DE91,Braunschweig,2013,-
Germany,DE92,Hannover,2013,5209
Germany,DE94,Weser-Ems,2013,-
Germany,DEA1,Düsseldorf,2013,23672
Germany,DEA2,Köln,2013,9051
Germany,DEA3,Münster,2013,842
Germany,DEA4,Detmold,2013,784
Germany,DEA5,Arnsberg,2013,1916
Germany,DEB1,Koblenz,2013,2585
Germany,DEB2,Trier,2013,-
Germany,DEB3,Rheinhessen-Pfalz,2013,209
Germany,DEC0,Saarland,2013,354
Germany,DED2,Dresden,2013,1742
Germany,DED5,Leipzig,2013,2129
Germany,DEE0,Sachsen-Anhalt,2013,-
Germany,DEF0,Schleswig-Holstein,2013,505
Germany,DEG0,Thüringen,2013,206
Germany,DEZZ,Extra-Regio NUTS 2,2013,-
Denmark,DK01,Hovedstaden,2013,23973
Denmark,DK02,Sjælland,2013,10
Denmark,DK03,Syddanmark,2013,2911
