date,dead,injured,lon,lat
2019-12-25,0,1,17.822839,59.243718
2019-12-26,0,1,18.125387,59.137944
2019-12-26,0,1,17.140116,60.67956
2019-12-26,0,0,21.619314,67.679311
2019-12-26,1,0,12.062478,57.515705
2019-12-28,0,0,18.255129,59.325283
2019-12-29,1,0,11.894042,57.716601
2019-12-30,0,0,13.307522,55.834898
2019-12-31,1,0,17.928566,59.392342
2020-01-03,0,0,17.614249,59.199561
2020-01-03,0,0,17.614249,59.199561
2020-01-05,0,0,17.827399,59.615612
2020-01-06,0,0,16.218226,58.993804
2020-01-07,0,0,12.836937,55.883245
2020-01-07,0,1,17.535783,59.839892
2020-01-08,0,0,11.923665,58.354552
2020-01-08,0,0,12.833943,55.879597
2020-01-08,0,0,12.829852,55.866943
2020-01-09,0,1,17.934773,59.402986
2020-01-10,0,0,12.029387,57.80703
2020-01-11,0,1,12.031894,57.776531
2020-01-11,0,1,17.930599,59.293453
2020-01-12,0,0,12.031894,57.776531
2020-01-14,0,1,16.756136,60.622281
2020-01-14,0,1,18.148428,59.21737
2020-01-15,0,0,16.486448,59.320638
2020-01-17,0,0,12.098196,57.788853
2020-01-17,1,0,18.132613,59.140466
2020-01-18,0,0,17.862033,59.250949
2020-01-18,0,0,17.912902,59.271385
2020-01-18,0,0,20.014455,67.038795
2020-01-23,0,0,17.936841,59.223222
2020-01-24,0,1,15.568489,58.428874
2020-01-24,0,1,16.277768,60.541501
2020-01-25,0,0,17.851311,59.562979
2020-01-25,0,1,16.445933,57.268496
2020-01-25,0,1,17.009104,58.765652
2020-01-26,0,1,16.590086,59.6203
2020-01-26,0,1,11.945826,57.680112
2020-01-27,1,0,14.14651,56.02149
2020-01-30,1,0,17.022062,63.031429
2020-01-30,0,1,17.632902,59.803844
2020-01-31,0,0,17.864868,59.409931
2020-02-01,0,0,13.072034,55.559119
2020-02-02,0,1,16.189813,58.57282
2020-02-02,0,0,14.154315,56.031428
2020-02-04,0,0,14.154315,56.031428
2020-02-04,1,0,12.847069,55.873536
2020-02-06,0,0,14.146754,57.739245
2020-02-06,0,1,17.879469,59.249665
2020-02-06,1,0,17.947587,59.428755
2020-02-08,0,0,16.773066,60.631038
2020-02-09,0,0,18.104227,59.290326
2020-02-10,0,0,18.064609,59.532995
2020-02-11,0,0,17.460917,59.186383
2020-02-11,0,0,13.40942,57.161629
2020-02-11,0,1,17.830864,59.614639
2020-02-12,0,0,16.472038,59.353135
2020-02-15,0,1,12.031731,57.798997
2020-02-15,1,0,15.578645,58.421643
2020-02-17,0,0,16.486338,59.358362
2020-02-20,0,0,17.841866,59.198376
2020-02-22,0,0,17.529334,59.849
2020-02-22,0,0,15.193122,59.295744
2020-02-27,0,0,14.827655,63.433486
2020-03-01,0,1,17.838617,59.37007
2020-03-01,0,0,11.925046,57.667924
2020-03-02,0,0,17.753342,59.620784
2020-03-02,0,1,18.1039,59.286739
2020-03-02,0,1,17.924125,59.299888
2020-03-04,0,0,17.979927,59.234822
2020-03-06,0,0,14.226753,57.768504
2020-03-07,0,0,17.135447,60.664366
2020-03-09,0,0,17.900356,59.392074
2020-03-09,0,0,17.931022,59.400374
2020-03-10,1,0,12.98257,55.572059
2020-03-10,0,0,13.607243,56.160353
2020-03-11,1,0,11.884351,57.731642
2020-03-11,0,1,16.517153,59.614878
2020-03-12,0,1,12.035004,57.820643
2020-03-13,0,1,17.900117,62.932617
2020-03-15,0,0,17.960869,59.217285
2020-03-17,1,0,17.890264,59.39769
2020-03-18,0,1,13.946107,55.543692
2020-03-18,0,1,17.941234,59.375883
2020-03-18,0,1,16.400173,60.29422
2020-03-19,0,0,13.742894,56.541884
2020-03-19,0,0,18.230911,59.236914
2020-03-19,0,0,17.944515,59.373113
2020-03-19,0,0,12.958192,56.131562
2020-03-20,0,1,17.634316,59.209937
2020-03-22,1,0,13.022013,55.576297
2020-03-23,0,1,17.918155,59.373706
2020-03-24,0,1,18.092489,59.277125
2020-03-25,0,0,17.936039,59.376898
2020-03-27,1,0,18.060144,59.347085
2020-03-28,0,0,17.59822,60.159398
2020-03-29,0,0,17.638941,59.201757
2020-03-30,0,0,13.017614,55.474666
2020-03-30,0,0,17.629271,59.803018
2020-03-30,0,0,20.499239,64.759405
2020-04-01,0,0,16.479395,59.602736
2020-04-04,0,0,16.472272,59.601918
2020-04-05,0,0,11.908161,57.649536
2020-04-06,0,1,16.394418,58.65879
2020-04-09,1,0,16.158399,58.610832
2020-04-12,0,0,17.946982,59.523119
2020-04-13,0,1,17.117102,60.691602
2020-04-13,0,0,17.936039,59.376898
2020-04-14,1,0,17.852676,59.369764
2020-04-14,0,0,11.912494,57.657731
2020-04-15,0,0,12.037054,57.816197
2020-04-15,0,0,20.386214,64.868845
2020-04-15,1,0,18.19926,59.254772
2020-04-19,0,1,17.921474,59.41227
2020-04-19,0,0,16.563674,59.62421
2020-04-20,0,1,13.595847,57.172838
2020-04-20,0,0,14.146796,57.737449
2020-04-22,0,0,17.823859,59.615688
2020-04-23,0,0,13.097147,55.597258
2020-04-25,0,0,17.922432,59.280157
2020-04-26,0,0,17.816576,59.25284
2020-04-27,0,1,13.916475,56.100553
2020-04-29,0,0,12.95109,56.686814
2020-05-01,0,0,14.414002,56.050006
2020-05-03,1,0,12.008814,57.730151
2020-05-03,0,1,18.069519,59.314514
2020-05-03,0,0,17.271989,62.200591
2020-05-05,0,0,17.934515,59.440732
2020-05-06,1,0,17.808418,59.409361
2020-05-06,0,0,18.084564,59.519047
2020-05-11,0,0,17.812334,59.243946
2020-05-14,0,1,17.607185,59.198804
2020-05-14,1,0,14.150071,57.741064
2020-05-16,0,0,17.848716,59.616049
2020-05-16,0,0,17.836234,59.425832
2020-05-17,0,1,18.257387,59.293772
2020-05-18,0,0,18.231081,59.238707
2020-05-19,0,1,17.795732,59.405141
2020-05-19,0,0,14.061996,57.183476
2020-05-20,0,1,17.900586,59.394765
2020-05-20,1,0,12.739469,56.046865
2020-05-21,0,1,15.166761,59.290392
2020-05-23,0,0,14.304008,56.982021
2020-05-24,0,0,17.923291,59.392461
2020-05-25,0,1,14.067094,57.178124
2020-05-28,0,1,13.56722,58.172044
2020-05-28,0,1,11.809071,58.070422
2020-05-28,0,1,12.771007,58.236359
2020-05-29,0,0,11.977567,57.681773
2020-05-29,0,1,18.123123,59.266508
2020-05-30,0,0,12.525433,57.938635
2020-05-31,0,1,17.945065,59.426117
2020-06-04,0,0,19.691552,63.586704
2020-06-05,0,0,17.64391,59.198062
2020-06-05,0,0,12.553208,56.874292
2020-06-07,0,0,17.089653,60.692033
2020-06-07,0,0,17.784833,59.722546
2020-06-08,1,0,17.040983,58.748981
2020-06-09,0,1,17.129132,60.651892
2020-06-10,0,0,17.943567,59.402787
2020-06-11,0,0,14.314682,56.399006
2020-06-11,0,0,14.31149,56.396293
2020-06-12,0,0,17.629483,59.805709
2020-06-12,0,0,15.641063,56.175522
2020-06-14,0,0,12.290386,57.604386
2020-06-16,0,0,17.603687,59.198874
2020-06-17,0,1,17.835483,59.416863
2020-06-17,0,0,17.897222,59.396637
2020-06-18,0,0,17.844318,59.185742
2020-06-20,0,1,17.950519,59.442168
2020-06-20,1,0,18.028374,59.286721
2020-06-21,0,0,18.096606,59.34173
2020-06-21,0,0,13.730763,58.248691
2020-06-21,0,0,12.928815,57.710807
2020-06-25,0,0,13.056133,55.592121
2020-06-25,0,0,12.799263,56.011997
2020-06-25,0,1,18.00846,59.279994
2020-06-26,0,0,16.470241,59.352257
2020-06-27,0,1,15.232091,59.603697
2020-06-27,0,0,17.392379,59.806643
2020-06-27,0,0,12.853568,56.678881
2020-06-28,1,0,16.53523,59.389231
2020-06-28,0,0,17.62222,59.804058
2020-06-29,0,0,16.763196,60.617698
2020-06-29,0,0,17.151031,60.678487
2020-06-29,0,1,18.138568,59.167282
2020-06-30,0,0,17.919406,59.408722
2020-07-01,0,1,18.069792,59.278562
2020-07-03,0,0,17.884835,59.396013
2020-07-04,0,0,11.952048,58.34265
2020-07-04,0,0,12.978081,57.730472
2020-07-04,0,0,12.929775,57.723402
2020-07-05,0,0,12.896725,56.666138
2020-07-06,0,1,17.926784,59.289944
2020-07-09,0,0,17.654421,59.87259
2020-07-12,0,0,15.517017,58.421907
2020-07-14,0,1,16.491455,59.354711
2020-07-15,0,0,13.007656,55.577862
2020-07-15,1,0,17.845947,59.373505
2020-07-15,0,0,11.928405,57.727326
2020-07-17,0,1,16.54051,59.389169
2020-07-17,0,0,17.93017,59.390509
2020-07-20,0,0,17.66127,59.868858
2020-07-22,0,0,17.816428,59.251046
2020-07-22,0,1,18.226594,59.246907
2020-07-22,0,1,12.042537,57.810933
2020-07-23,0,1,17.133143,60.657217
2020-07-23,0,0,14.584069,56.06058
2020-07-24,0,0,17.81438,59.247496
2020-07-24,0,1,17.596601,59.174757
2020-07-25,0,1,17.927505,59.400453
2020-07-28,0,0,18.127378,59.140592
2020-07-28,0,0,13.003493,55.56611
2020-07-29,0,1,17.839625,59.361063
2020-07-30,0,0,13.142299,55.380456
2020-07-30,0,0,13.175384,55.381853
2020-07-30,0,0,13.175384,55.381853
2020-07-31,0,0,17.836249,59.194006
2020-07-31,0,1,17.660131,59.876967
2020-08-01,0,1,13.048516,55.585709
2020-08-02,1,0,17.82772,59.23912
2020-08-03,0,0,13.573357,59.403038
2020-08-03,0,0,13.316787,55.842215
2020-08-04,0,0,15.402196,60.491339
2020-08-05,0,0,17.143774,60.679501
2020-08-05,0,0,13.190033,55.372185
2020-08-06,0,1,17.909301,59.393672
2020-08-07,0,0,17.94391,59.427041
2020-08-08,0,1,17.136383,60.650878
2020-08-09,0,0,16.220285,58.559061
2020-08-10,0,0,16.279661,60.543278
2020-08-10,0,1,15.526595,59.402587
2020-08-10,0,0,17.949244,59.224738
2020-08-10,0,1,21.635141,65.523808
2020-08-10,0,0,15.166779,59.293985
2020-08-11,0,0,17.958886,59.376382
2020-08-12,0,0,11.988876,57.747654
2020-08-12,0,0,18.012044,59.28081
2020-08-12,0,0,17.941389,59.377676
2020-08-13,1,0,17.930015,59.388715
2020-08-14,0,0,14.255216,57.774064
2020-08-14,0,0,18.129205,59.141446
2020-08-15,0,1,17.909786,59.440387
2020-08-16,0,1,15.643155,58.391696
2020-08-17,0,0,17.617582,59.813134
2020-08-18,0,0,17.818774,59.618493
2020-08-19,0,0,18.255549,59.292919
2020-08-20,1,0,17.8908,59.383301
2020-08-20,0,1,11.981642,57.753773
2020-08-21,0,0,16.50396,59.359058
2020-08-23,0,1,15.39484,60.485075
2020-08-23,0,0,18.172331,59.172752
2020-08-23,0,0,11.891674,57.724632
2020-08-24,1,0,18.13345,59.359721
2020-08-26,0,0,16.507756,59.365301
2020-08-26,0,0,14.708467,57.650161
2020-08-26,0,0,18.253625,59.29117
2020-08-27,1,0,17.921242,59.409579
2020-08-28,0,0,17.940767,59.370502
2020-08-28,0,1,18.003877,59.347496
2020-08-30,0,1,17.905456,59.513266
2020-08-31,0,0,17.839825,59.237059
2020-09-02,0,1,14.160109,56.06022
2020-09-04,0,0,11.916603,57.648843
2020-09-04,0,1,24.133099,65.829966
2020-09-04,0,0,14.160148,56.058423
2020-09-07,0,0,17.921063,59.284681
2020-09-07,0,1,17.867961,59.363138
2020-09-09,0,0,17.834253,59.612768
2020-09-10,0,1,21.462063,65.343002
2020-09-11,0,0,12.78401,57.552907
2020-09-11,0,0,12.941621,57.721798
2020-09-11,0,0,13.184827,56.579915
2020-09-12,0,0,14.248268,57.784802
2020-09-12,0,0,11.89252,57.714766
2020-09-12,0,0,17.96103,59.340389
2020-09-14,0,1,12.974507,55.574622
2020-09-14,1,0,18.15176,59.215492
2020-09-15,0,1,16.12452,58.574306
2020-09-17,1,0,18.038818,59.305349
2020-09-17,0,0,18.10267,59.234646
2020-09-17,0,0,17.558908,59.091947
2020-09-17,1,0,16.502559,59.367158
2020-09-17,0,0,17.830691,59.35946
2020-09-17,1,0,17.02099,58.761873
2020-09-18,0,0,12.9774,55.580062
2020-09-18,0,0,17.835886,59.358449
2020-09-20,0,0,17.964002,59.374468
2020-09-21,0,0,17.688632,59.499037
2020-09-23,0,0,12.942433,57.737086
2020-09-24,0,1,17.904026,59.39379
2020-09-24,0,1,12.106363,57.349549
2020-09-25,0,0,13.016397,55.561826
2020-09-25,0,0,18.237181,59.247543
2020-09-25,0,0,18.209154,59.229365
2020-09-27,0,1,13.016216,55.565418
2020-09-27,0,0,11.894181,57.73458
2020-09-28,0,0,11.909249,57.557883
2020-09-29,0,1,17.426821,62.789606
2020-10-01,1,0,17.819942,59.61128
2020-10-02,0,0,17.839825,59.237059
2020-10-03,0,1,18.022164,59.256312
2020-10-05,0,1,11.925293,58.35549
2020-10-05,0,1,11.887184,57.71823
2020-10-07,0,0,17.638941,59.201757
2020-10-07,0,0,11.894181,57.73458
2020-10-07,0,1,17.914591,59.414221
2020-10-09,0,1,12.982143,57.778156
2020-10-09,0,1,12.477517,56.906397
2020-10-10,0,0,18.012252,59.362579
2020-10-11,0,1,18.035539,59.268582
2020-10-11,0,0,17.95189,59.214793
2020-10-12,0,0,14.446744,56.787784
2020-10-12,0,0,13.039002,55.585557
2020-10-12,0,1,18.027815,59.260674
2020-10-13,0,1,13.016262,55.56452
2020-10-16,0,0,18.003756,59.286393
2020-10-16,0,0,18.33488,59.403253
2020-10-17,0,1,17.589492,59.196462
2020-10-17,1,0,17.601708,59.172858
2020-10-19,0,0,16.545788,59.62083
2020-10-20,0,0,13.032615,55.586353
2020-10-20,0,0,17.634592,59.213526
2020-10-21,0,0,14.66236,63.174711
2020-10-22,0,1,15.189636,59.300239
2020-10-22,0,0,11.893812,57.719292
2020-10-23,0,0,18.363192,59.741351
2020-10-24,0,0,17.995544,59.292873
2020-10-26,0,0,18.097257,59.232978
2020-10-27,0,0,13.038375,55.598129
2020-10-28,1,0,21.708745,65.817082
2020-10-31,0,0,19.388667,63.54685
2020-10-31,0,0,17.856254,59.621276
2020-11-01,0,0,14.791522,56.895743
2020-11-02,1,0,17.894009,59.358968
2020-11-03,0,0,20.646292,64.52524
2020-11-03,1,0,12.938062,57.725334
2020-11-04,0,1,11.616434,58.491509
2020-11-04,1,0,18.122521,59.279104
2020-11-10,0,0,17.998703,59.328744
2020-11-11,0,1,18.08248,59.244113
2020-11-11,0,0,13.019431,55.564571
2020-11-14,0,0,14.063809,57.177201
2020-11-15,1,0,17.896219,59.281642
2020-11-16,0,0,17.696362,59.263474
2020-11-17,0,0,17.846527,59.233318
2020-11-18,0,0,16.440855,57.265859
2020-11-20,0,0,17.684131,59.197237
2020-11-20,0,0,17.851475,59.627669
2020-11-21,1,0,17.730248,59.48919
2020-11-21,0,0,17.62962,59.21722
2020-11-26,0,0,17.134615,60.651805
2020-11-26,0,1,12.98574,55.572111
2020-11-29,0,0,15.145013,59.12967
2020-11-29,0,0,16.235357,59.567544
2020-12-01,0,0,18.123097,59.285381
2020-12-01,0,0,17.643271,59.32566
2020-12-03,1,0,18.251958,59.29211
2020-12-04,0,1,17.947339,59.222984
2020-12-07,1,0,17.354789,62.399474
2020-12-08,0,0,17.832489,59.423218
2020-12-11,0,0,18.003848,59.26752
2020-12-11,0,0,17.886746,59.397767
2020-12-16,0,1,17.88194,59.361931
2020-12-17,0,0,17.846752,59.236009
2020-12-17,0,0,18.123097,59.285381
2020-12-19,0,0,18.123097,59.285381
2020-12-21,0,0,17.132787,60.651834
2020-12-22,0,0,13.7618,56.1611
2020-12-22,0,1,16.517391,59.384051
2020-12-22,0,0,16.622193,59.587573
2020-12-25,0,1,11.927108,57.722801
2020-12-26,0,1,17.706768,59.813126
2020-12-27,0,0,17.925178,59.516421
2020-12-29,0,1,17.927118,59.395969
2020-12-29,1,0,17.903949,59.392893
2020-12-30,0,0,14.80306,56.886778
2020-12-31,1,0,13.047019,55.583888
2021-01-01,0,1,18.025905,59.258921
2021-01-01,0,0,18.017137,59.298664
2021-01-01,0,0,13.823388,55.937062
2021-01-02,0,0,17.605162,59.195251
2021-01-03,0,0,11.894042,57.716601
2021-01-04,0,1,15.193147,59.300234
2021-01-05,0,0,17.615998,59.199525
2021-01-05,0,1,11.934862,57.670859
2021-01-13,0,2,11.887184,57.71823
2021-01-14,0,0,15.838095,59.392876
2021-01-24,0,0,17.848502,59.23597
2021-01-24,0,0,17.926784,59.289944
2021-01-24,0,0,12.124182,57.948518
2021-01-25,0,1,16.53816,59.647864
2021-01-28,0,0,18.010415,59.361723
2021-01-29,0,0,16.469104,59.366641
2021-02-01,0,1,12.708293,56.031011
2021-02-02,1,0,18.008738,59.36266
2021-02-02,0,0,12.895345,56.661622
2021-02-08,1,0,17.897069,59.394843
2021-02-09,0,1,15.617221,56.19541
2021-02-12,0,0,17.619152,59.19497
2021-02-14,0,2,17.84335,59.426575
2021-02-16,0,1,17.973682,59.364363
2021-02-21,0,0,15.201863,59.289445
2021-02-22,0,1,16.54002,59.611018
2021-02-26,0,0,17.924663,59.387937
2021-03-03,0,0,17.838074,59.237097
2021-03-03,0,0,18.060126,59.249134
2021-03-04,0,0,18.053052,59.873833
2021-03-05,0,0,18.005588,59.287249
2021-03-06,0,0,18.168423,59.168354
2021-03-08,0,1,11.674032,58.463355
2021-03-13,0,0,17.945215,59.381184
2021-03-15,0,0,17.699638,59.901319
2021-03-15,0,0,12.042537,57.810933
2021-03-20,0,0,13.016529,55.716412
2021-03-25,0,0,13.34078,57.475201
2021-04-07,0,0,16.955981,64.105195
2021-04-10,0,0,18.120426,59.466973
2021-04-13,0,0,12.937354,57.708251
2021-04-23,0,1,16.535197,59.621853
2021-04-23,1,0,12.990174,55.578475
2021-04-26,0,0,15.580416,58.425228
2021-04-27,0,0,16.193924,58.592542
2021-04-29,0,1,12.857136,56.673551
2021-05-02,0,0,17.941886,59.403724
2021-05-03,0,0,13.970962,57.659786
2021-05-04,1,0,17.843176,59.235188
2021-05-05,0,0,15.219606,56.833737
2021-05-07,0,1,18.032511,59.254274
2021-05-10,0,0,13.792075,56.171283
2021-05-13,0,0,16.210069,58.561852
2021-05-14,0,0,17.834653,59.364765
2021-05-15,0,0,17.695793,59.809757
2021-05-15,0,0,17.826638,59.24723
2021-05-16,0,0,17.807229,59.245853
2021-05-17,0,0,17.846198,59.250398
2021-05-23,0,0,17.893488,59.518024
2021-05-23,0,0,13.01223,55.581531
2021-05-24,0,0,18.012172,59.361682
2021-05-24,1,0,17.581684,59.185836
2021-05-26,0,0,21.527676,65.095079
2021-05-29,0,0,11.888321,57.724549
2021-05-30,0,1,12.993619,55.573139
2021-05-30,1,0,12.020806,57.768182
2021-05-31,1,0,17.884911,59.396909
2021-05-31,1,0,17.924683,59.408604
2021-06-02,0,0,16.225606,56.623961
2021-06-03,0,0,13.102258,55.655755
2021-06-06,0,0,17.907543,59.393711
2021-06-07,0,0,17.893933,59.275403
2021-06-08,0,0,17.858832,59.254613
2021-06-11,0,0,16.510912,63.619501
2021-06-14,0,1,16.434936,59.723577
2021-06-15,0,1,17.902852,59.524107
2021-06-15,0,0,11.926267,57.69312
2021-06-18,0,0,17.630886,59.210905
2021-06-19,0,0,14.152809,56.026925
2021-06-22,0,0,17.74685,59.497827
2021-06-24,0,0,13.731182,56.551649
2021-06-26,0,0,24.094343,65.851292
2021-06-27,0,0,17.634592,59.213526
2021-06-28,0,0,13.137855,55.843231
2021-06-30,1,0,11.890767,57.715621
2021-07-03,0,0,13.571634,59.402121
2021-07-07,0,1,18.136103,59.140381
2021-07-08,0,0,15.621252,58.410666
2021-07-09,1,0,11.934635,57.673549
2021-07-10,0,1,17.9054,59.389266
2021-07-10,0,0,12.979031,55.57919
2021-07-10,0,0,13.011004,55.605777
2021-07-13,0,0,12.979031,55.57919
2021-07-15,0,0,17.918817,59.52465
2021-07-18,0,0,15.289909,56.17325
2021-07-19,0,0,13.343725,55.659252
2021-07-25,0,1,17.900586,59.394765
2021-07-30,0,1,16.54076,59.627176
2021-07-31,0,0,17.897222,59.396637
2021-08-02,0,0,17.616849,59.507682
2021-08-05,1,1,15.641461,58.392603
2021-08-06,0,0,17.900662,59.395662
2021-08-09,1,0,16.987975,59.632833
2021-08-09,0,1,12.013844,57.791386
2021-08-15,1,0,12.740285,56.060361
2021-08-15,0,0,12.007017,57.711235
2021-08-16,2,0,17.912895,59.39449
2021-08-16,0,0,12.883165,57.658837
2021-08-21,1,0,13.01259,55.605803
2021-08-25,1,0,15.580431,58.426126
2021-08-26,0,1,17.942257,59.590618
2021-08-29,0,0,17.985969,59.303876
2021-08-30,1,1,17.88667,59.396871
2021-09-03,0,2,18.130786,59.139611
2021-09-14,0,1,17.58472,59.202847
2021-09-15,1,0,17.617652,59.814031
2021-09-15,0,1,15.56134,58.410044
2021-09-18,0,0,20.446385,64.518387
2021-09-22,0,1,16.331749,56.675882
2021-10-05,0,0,16.328217,57.08472
2021-10-06,1,0,15.571085,58.377667
2021-10-08,0,0,16.50419,59.602453
2021-10-17,0,1,18.127542,59.142385
2021-11-01,0,1,12.988818,55.573959
2021-11-03,0,0,12.845422,55.874406
2022-01-22,1,0,13.017982,55.561851
2022-01-18,0,0,12.719358,56.033912
2022-02-08,0,0,16.520789,59.381317
2022-02-11,1,0,16.370547,56.665577
2022-02-14,0,0,13.003711,55.593076
2022-02-04,1,0,12.94177,57.748755
2022-02-07,0,0,13.39245,55.595195
2022-02-01,0,0,15.633311,60.583822
2022-02-02,0,0,15.201735,59.267892
2022-03-02,0,0,15.231905,59.31903
2022-03-15,0,0,17.997866,59.379086
2022-03-15,0,0,17.937308,59.411914
2022-03-15,0,0,17.942618,59.432462
2022-03-20,0,0,17.625534,59.505711
2022-03-25,0,0,17.928412,59.390549
2022-03-28,1,0,18.042024,59.341219
2022-03-16,0,0,16.534967,58.993132
2022-03-25,0,0,16.520789,59.381317
2022-03-25,0,0,16.530133,59.354263
2022-01-01,0,1,16.533287,58.837759
2022-01-06,0,0,16.479474,59.604531
2022-01-07,0,2,14.977983,58.039428
2022-01-07,0,0,14.977983,58.039428
2022-01-02,0,0,14.520762,59.789806
2022-01-13,0,0,12.906297,59.136224
2022-01-10,1,0,17.840462,59.41316
2022-01-03,0,1,11.933434,57.727448
2022-01-04,0,0,13.020567,55.605033
2022-01-05,0,0,13.022199,55.604161
2022-01-05,0,0,13.022199,55.604161
2022-01-05,0,0,13.022199,55.604161
2022-01-05,0,0,13.022199,55.604161
2022-01-05,0,0,13.022199,55.604161
2022-01-05,0,0,13.022199,55.604161
2022-01-07,0,0,13.00283,55.516668
2022-01-07,0,0,13.00283,55.516668
2022-01-08,0,1,12.982543,55.603515
2022-01-09,0,0,12.730288,56.066469
2022-01-14,1,0,13.025371,55.604212
2022-01-08,0,3,14.794677,56.919106
2022-01-27,0,0,13.573319,59.403935
2022-01-26,0,1,16.53523,59.389231
2022-01-28,1,0,15.678883,58.381632
2022-01-19,0,1,15.580475,58.428821
2022-01-31,0,1,14.668998,57.384173
2022-01-24,0,0,18.262404,59.327797
2022-01-18,0,0,17.802013,59.459816
2022-01-25,1,0,17.816354,59.250149
2022-01-25,0,0,17.605436,59.198839
2022-01-29,1,0,17.930092,59.389612
2022-01-16,0,0,12.639829,56.100722
2022-01-18,1,0,12.697068,56.057765
2022-01-19,0,0,12.719358,56.033912
2022-02-01,0,0,18.098926,59.232039
2022-02-05,0,0,17.926442,59.408564
2022-02-09,1,0,18.257387,59.293772
2022-02-13,0,1,18.08765,59.243092
2022-02-13,1,0,18.12846,59.267279
2022-02-22,1,0,17.582632,59.198396
2022-02-24,0,0,12.504543,56.895257
2022-02-24,0,0,12.504543,56.895257
2022-02-24,0,0,12.504543,56.895257
2022-02-24,0,0,12.504543,56.895257
2022-02-19,0,0,11.924365,57.715544
2022-02-17,0,1,16.181672,58.586368
2022-02-28,0,1,17.024254,59.380763
2022-02-17,1,0,13.66146,55.85094
2022-02-16,0,0,16.363925,56.662955
2022-02-18,0,0,16.324852,56.711895
2022-03-05,0,0,12.475694,56.909057
2022-03-07,0,0,12.119984,57.239312
2022-03-02,0,1,17.633782,59.520819
2022-03-04,1,0,18.158606,59.175783
2022-03-09,0,0,18.172914,59.254519
2022-03-08,0,0,17.837868,59.613589
2022-03-04,0,0,16.53523,59.389231
2022-03-07,0,1,13.534622,57.304208
2022-03-13,0,0,16.520789,59.381317
2022-03-06,0,0,12.210655,58.94073
2022-03-06,0,0,12.210655,58.94073
2022-02-18,0,0,15.840702,57.487805
2022-03-01,0,1,16.123592,56.701294
2022-03-06,1,0,16.367317,56.666511
2022-03-06,0,1,12.036858,57.777546
2022-03-11,0,1,12.027707,57.806991
2022-03-01,0,1,15.238379,59.239991
2022-03-09,0,0,13.01436,55.57078
2022-03-09,0,0,13.01436,55.57078
2022-03-09,0,0,13.01436,55.57078
2022-03-11,0,1,14.798122,56.889466
2022-03-26,0,1,16.51903,59.381337
2022-03-20,0,0,16.163165,58.547016
2022-03-28,0,0,16.176483,58.585518
2022-03-28,0,0,16.502639,59.368953
2022-03-28,0,0,16.502639,59.368953
2022-03-30,0,0,14.206328,57.780055
2022-03-19,0,0,15.155431,59.115289
2022-03-22,0,0,13.506336,59.404982
2022-03-20,1,0,13.181249,58.498082
2022-03-16,0,0,13.020112,55.582557
2022-03-25,0,0,14.156917,56.0593
2022-02-28,1,1,17.05021,61.307837
2022-03-27,0,1,16.507611,59.59972
2022-02-28,0,0,17.05021,61.307837
2022-04-01,0,1,17.343331,62.401464
2022-04-01,0,0,17.343331,62.401464
2022-04-01,0,0,17.343331,62.401464
2022-04-01,0,0,17.343331,62.401464
2022-04-13,1,0,14.861506,56.168122
2022-04-13,0,0,16.357223,56.70346
2022-04-14,0,0,16.355558,56.70258
2022-04-15,0,1,13.294559,55.839212
2022-04-15,0,0,13.294559,55.839212
2022-04-16,0,1,13.04014,55.594563
2022-04-17,0,1,18.144141,59.266002
2022-04-18,0,1,17.803213,59.410372
2022-04-15,1,0,18.161284,59.658302
2022-04-15,1,0,18.161284,59.658302
2022-05-03,0,0,13.048783,55.580321
2022-05-03,0,0,13.048783,55.580321
2022-05-03,0,0,13.048783,55.580321
2022-05-03,0,0,13.048783,55.580321
2022-05-03,0,0,13.048783,55.580321
2022-05-03,0,0,12.703056,56.038103
2022-05-03,0,0,12.703056,56.038103
2022-02-17,0,0,12.923245,55.553991
2022-02-17,0,0,12.923245,55.553991
2022-04-01,0,0,17.343331,62.401464
2022-04-01,0,0,17.343331,62.401464
2022-03-27,0,0,18.074915,59.296413
2022-04-05,1,0,17.814159,59.244805
2022-04-09,0,0,17.902715,59.357876
2022-04-10,1,0,17.640482,59.19903
2022-04-10,1,0,18.128226,59.267024
2022-04-06,0,1,16.270584,60.544263
2022-04-02,0,1,16.197333,58.591613
2022-04-01,0,0,13.042665,55.575729
2022-04-06,0,0,13.7618,56.1611
2022-04-06,0,0,13.7618,56.1611
2022-04-06,0,0,13.7618,56.1611
2022-04-07,0,0,13.7618,56.1611
2022-04-07,0,0,13.7618,56.1611
2022-04-07,0,0,13.7618,56.1611
2022-04-10,0,0,13.273608,55.446191
2022-04-12,0,0,13.761771,56.161998
2022-04-12,0,0,13.761771,56.161998
2022-04-12,0,0,13.761771,56.161998
2022-04-12,0,0,13.761771,56.161998
2022-04-13,0,0,13.105912,55.645925
2022-04-13,0,0,13.105912,55.645925
2022-04-13,0,0,13.105912,55.645925
2022-04-13,0,0,13.105912,55.645925
2022-04-14,0,0,17.899435,58.905958
2022-04-21,0,0,18.093064,59.24476
2022-04-22,0,1,17.701135,59.809648
2022-04-23,0,0,17.64293,59.885399
2022-04-20,0,1,17.677469,59.870327
2022-04-23,0,1,16.446976,59.590524
2022-04-23,0,1,16.769911,60.606832
2022-04-16,0,1,16.74815,60.609813
2022-04-23,0,0,16.446976,59.590524
2022-04-23,0,0,16.446976,59.590524
